total_amount,high_risk_items_count,checkout_duration_seconds,is_new_shipping_address,account_age_days,is_fraud
1232.1879017554552,1,70.62240044853705,0,130.60708926282263,0
235.12668667639258,1,228.53581998642304,1,218.72924121970985,0
436.33708208038814,0,398.3215265298451,0,7.414221550899485,0
405.23248081363,0,93.30170846929033,0,31.00607276722524,0
618.6915280764977,0,606.1621165989297,0,13.988906986293449,0
352.50353961492806,0,296.54212737520817,1,237.57289438696782,0
1712.0276080627452,0,240.56421995296333,0,29.072587561093673,0
176.53415732671377,0,262.57726761048053,1,82.85464148411448,0
465.89190789218856,1,329.04551414765695,0,103.10184414904792,0
690.3081026162768,0,113.42688737386392,0,129.07520787663978,0
665.6364296879036,1,224.319897687732,0,16.68490892585115,0
1178.0352579347496,0,83.57725318181915,0,250.0,0
242.24031197917938,1,40.83460857740752,1,55.10866903262315,0
820.8591427142123,0,332.4404890917583,1,250.0,0
128.5017239783493,1,110.71181882212832,1,11.901759536984503,0
664.5129081372719,1,163.7673705127718,1,99.1919471426601,0
335.44857387202137,0,416.8851051116408,0,52.700355467648464,0
2447.9826811705134,1,79.66657114530936,0,1.7818104668200336,1
2617.9025502373547,1,106.81965707639672,1,101.25960147186912,0
466.20161795464014,0,413.7334523123004,0,18.15676742368037,0
1643.5456169865647,1,15.745240276745385,1,11.975083545354188,1
1443.6352240958504,0,75.6434646942399,1,170.9812704028336,0
2056.523597245298,0,330.9702050171066,0,25.987010348376195,0
1175.3401284798435,1,22.012724523110492,1,59.437290815277166,1
641.4469845919936,0,218.5329359535577,1,138.95711250141105,0
1898.2864769286184,2,85.34865203719308,0,25.863329556076952,1
355.35507148957305,0,76.55454553810492,1,8.400269421902207,0
1960.4334650974977,0,281.5494704693738,0,30.570771818438892,0
660.1166787764308,1,457.8811892779542,0,112.36331025218617,0
40.0,0,961.7436247497433,0,84.62237131570905,0
371.8894100484294,0,142.85668798085194,0,187.2389479878698,0
76.38856742603717,1,616.0373597264655,0,7.491103756463949,0
663.6794414753358,0,1186.6038870400819,0,87.61271918303494,0
1046.7535260440227,0,509.7914795923593,0,61.35415209160592,0
207.3174516451913,1,165.29945028151377,0,17.293218443358914,0
733.0683566702644,0,203.66065092956902,1,101.79956173834312,0
166.78653733845826,1,181.67401454338744,1,13.96406460620735,0
633.2106414574034,1,85.87732146399611,0,250.0,0
2465.2298835933707,1,17.981110916424505,0,226.9630444617136,0
631.5704415741923,0,1116.7768430544893,0,7.949051262867223,0
1207.8179660589965,0,110.96365621564453,0,250.0,0
1391.6145175356396,1,215.08757939336977,0,250.0,0
1077.9558393213208,0,54.208014219380935,1,80.98294966685039,0
61.05535366757752,0,274.5676242009735,0,126.28069275138556,0
1918.1082694367797,2,28.226593430498607,0,2.4301328138733123,1
862.5045037138219,0,230.15510229984588,0,43.51432005469122,0
113.42550084964537,0,600.1394518362016,1,47.4772008567226,0
3544.463609251779,1,109.36633388921715,0,6.153053150536417,0
138.80183467721952,0,102.83705197533037,0,59.72623278081643,0
651.0624991663813,2,298.8867812130642,0,125.97905800411792,0
1119.3188257319393,1,392.88771727547095,0,250.0,0
928.6417483278525,1,409.1562095825277,0,44.36669502559717,0
228.59448836879693,0,158.44547876604855,0,182.34581629225184,0
1685.390034105044,0,63.98505555842176,0,43.281295424163694,0
131.59646876056127,0,888.6854509997687,0,2.666830554589473,0
814.4124748077963,0,631.0704246710856,0,82.33775731898571,0
418.73949251567643,0,75.14433770094836,1,135.36993715470336,0
2261.0124983575365,4,78.5208828371332,1,29.00798306505456,1
276.4787658882395,1,670.3966214292155,0,16.20528025628336,0
719.8713431468673,0,175.858913806511,1,44.90726736257474,0
830.6536851092145,1,251.09834864097854,0,10.698931955660132,0
374.9496210341395,1,627.6280527433623,0,1.8591062329819446,0
184.0073272102231,1,76.52121481736219,0,100.00693956658577,0
320.6064975661269,1,145.5990780446641,0,54.08991839039539,0
2822.768507234051,0,98.13088191226369,0,60.65150711305788,0
154.37175226217227,0,687.9190058843982,0,10.361474955214565,0
504.2755157318779,0,218.18916953763915,0,127.82820016700472,0
3860.1614172578584,1,100.09698913101697,0,1.2944510345015692,1
1068.3095072074182,0,217.84406997371977,0,133.31262157687763,0
119.94719648833882,0,286.15238118634255,0,113.55096846698343,0
194.17550604590073,0,304.14615816785755,1,28.08943339959153,0
467.85610919894174,0,325.0057564226094,0,75.1837667019406,0
929.7870357277577,0,733.8605958061089,0,186.8478320772263,0
232.0615790623703,0,136.00442416868967,1,166.60636912496796,0
593.5178634588086,0,420.1958751982559,0,11.463209234825166,0
370.09598441790445,0,164.70500738625958,0,125.74724734193013,0
404.6674635331887,1,100.0743987845082,1,9.45069535611456,0
151.85513768735518,0,168.60171847260864,0,250.0,0
684.2122569225287,1,93.97321582831736,0,110.14896006958777,0
456.6547900627818,0,121.64925323987138,0,1.3964612592546806,0
707.1686768433318,1,531.1434447238576,0,20.91367328218119,0
725.4389500801508,0,383.57276815787014,0,117.83154496481835,0
393.63249689102395,0,52.47578215220382,0,250.0,0
454.6751218227434,0,217.71610266131998,0,38.05454148296592,0
1502.3534845991683,0,452.3487316612204,0,50.63223573171156,0
652.9973968521889,1,160.53090142638408,0,3.794429327832935,0
753.8595364944644,1,47.37614898397778,0,19.991038363488197,0
62.52490181032199,1,352.7163832990133,0,105.83395637914408,0
147.09737091254647,0,326.6305179320741,0,49.607988246168034,0
1538.3645696960166,4,80.11713564452558,0,69.1209386644695,0
213.58825336043313,0,128.61132550215342,1,250.0,0
948.4946887114833,0,401.6316099939913,0,21.76485381107798,0
381.5553146063459,0,248.6119911298903,0,250.0,0
522.7430257475513,0,1059.9573103642615,0,73.78361355877695,0
244.93867018367453,0,235.4420296351861,0,7.638612881386316,0
469.5947580390425,0,101.98748735015346,1,250.0,0
1081.011663904088,0,1068.3966578381473,0,57.763368054225026,0
446.3184016464102,1,104.98953987851085,0,58.8231846068114,0
369.94117546586574,0,144.52349710285807,0,120.41978196989268,0
1302.161817804961,0,146.3999980557515,0,29.461782855231636,0
632.7269628405471,0,79.06090029959171,0,8.935265393188336,0
1088.6130750951172,0,146.37564741774676,0,142.26824929171616,0
540.3279858081823,0,78.01798166052464,0,55.043048362932254,0
497.1639198406063,0,221.12550566552184,0,161.34041417073115,0
423.9345593666867,0,163.52793100850928,0,250.0,0
1566.2805385649165,0,317.28993588486253,1,17.53474168542562,0
1847.817797150575,1,171.21120301838477,1,38.67951781977258,0
844.4162230334308,2,50.56283932773883,1,68.46298663759825,0
720.1917446929308,1,80.08151219617508,0,79.15411196427151,0
1975.7625945207017,0,283.35693314882894,0,4.693506306074531,0
559.0335036760807,0,76.83521791389119,0,224.18433096262913,0
1977.2800195020268,0,296.793314758624,0,11.178130021706568,0
4222.063418169446,0,62.55339468695988,0,103.03814076551481,0
355.46195334965745,1,55.68376589404,0,90.59430170887782,0
263.9687235820336,0,69.20008599925404,0,60.92548911774082,0
478.311616848648,1,25.12104957503603,0,98.02610763339763,0
315.82200304935344,1,81.12189415717437,0,80.6320049466071,0
75.61362206887719,0,232.92471495497549,0,89.99180419493686,0
1013.315891005877,0,442.61173186542743,0,105.7220537802239,0
384.4946020309332,1,655.2389895182246,0,82.6077657329441,0
94.20225149888107,0,590.4634296525119,0,8.727407767670927,0
1508.3449743047681,0,206.74624912779325,1,62.778508888463676,0
440.08782273915824,0,370.7000341166319,0,125.8049187307305,1
696.9859802445585,0,321.51771185610323,0,64.35667850095,0
480.19423116537587,1,264.37574970678264,0,48.5275581207555,0
645.6442699482725,0,79.94892100133788,0,154.0540343009762,0
274.48802427425017,0,147.66162345680394,0,153.543548084047,0
1064.0792020001943,0,295.0182519659131,0,58.00663304691505,0
576.5330354930686,0,97.55777742648216,1,18.943832423508255,0
182.7923094805618,1,99.85049025453321,0,44.59823039706015,0
499.0492297296291,0,49.34990866145171,0,80.39806831735842,0
895.0683349622982,2,312.64345174255004,1,15.92487725801472,0
94.47065241102223,0,1034.1420744206378,0,10.800539337700549,0
166.65410818743612,1,110.12401926439533,0,57.7589734646615,0
89.62710369239589,0,78.21019792804707,0,236.97680182481497,0
1074.099993784782,2,45.35054596104375,0,17.1074583522812,1
119.88680074091891,1,258.5752740434135,0,20.931799013714617,0
98.58138347621713,0,291.01600875614804,1,2.549713385946788,0
1101.9678621437986,0,149.7032882424701,0,45.366408982900616,0
2057.2648932861603,1,399.6104387013733,0,30.244061651836216,0
354.2107076075161,0,374.33820049362174,0,250.0,0
95.52631839185929,0,261.12348264550894,1,140.33926428245073,0
186.0984205764091,1,265.32156009498664,0,20.977710754566996,0
199.43230481612764,0,190.03451100862105,0,183.20626542257176,0
112.68954346734208,1,185.809688157237,0,137.22098008651108,0
355.18616423420985,0,135.0291061056826,0,46.921521986013204,0
135.60398394588586,1,264.2674148650224,1,51.58496070255349,0
1909.0739102082175,0,21.302204154956215,0,99.89810499418874,0
216.36400580380942,1,167.12614055098084,0,4.565545036307644,0
131.49744676134543,1,261.1574705211833,0,250.0,0
776.2617633390407,1,338.7952508453091,0,193.33074896033037,0
959.7486246157383,1,95.37215943597519,1,72.68068460968016,0
540.5514362562348,1,251.28882315371487,1,76.79754511940848,0
1817.1411267472563,1,129.04313414768293,1,214.3913779961303,0
211.90184855991376,1,223.94863885427486,0,28.18792048397103,0
135.05030894482374,0,287.937250638847,1,7.6724708859277975,0
918.109683679877,0,302.1482897392175,0,22.767995692925645,0
299.71516282307863,0,888.3700711106837,0,82.68922446175846,0
324.1170612254444,1,396.3285885758339,0,173.30586620333133,0
338.96755982056516,0,330.7431120527694,0,104.87936780833786,0
692.3340606743615,1,786.4262733949898,1,112.98443922859525,0
772.673891504545,1,244.45033853841807,0,149.44685109943808,0
201.9770930905261,1,185.06746407154066,1,7.06262292885172,0
527.087552052349,1,148.1356238835562,0,250.0,0
435.68106094469925,2,400.1815355977305,0,229.1605296171853,0
174.02962230444112,0,311.0080850662178,0,56.554008595387025,0
3721.16497401783,0,13.190695484289355,1,8.0527556147562,1
806.4118957875478,0,167.56747506555806,0,7.400830654813965,0
2014.6872374868367,0,185.31110960227548,0,9.76834101587856,0
124.25552642136725,0,558.9991517976769,0,204.2271990237593,0
1675.8159404380524,2,177.09347673392483,0,17.01883562878803,0
1844.2548179178038,1,176.16082288338905,0,7.000488900546832,1
2007.7934218730518,0,148.42533404974202,1,250.0,0
241.39310512982334,0,199.01864079507564,0,201.94961895911746,0
386.3427969316355,2,212.2234150798048,0,104.92549658311768,0
423.23316172405214,0,552.692586585196,0,61.83427551079098,0
1949.738231694379,0,302.7064050211382,0,64.33854085650097,0
1228.3972523002524,2,94.68126706485059,0,83.56711983330557,0
212.84383108344167,0,238.51657627298005,1,19.893110259982233,0
2284.141287916729,0,61.91700351987537,0,250.0,0
200.79453167283347,2,126.54161052215005,1,45.93281901814859,0
162.91540092714573,1,209.803101397275,0,76.88285764668682,0
459.23202770833745,0,82.04732045387385,0,18.766901112542158,0
238.11447202048254,1,179.94396704978402,0,184.02216411851,0
447.41207438186063,1,188.83229272202684,0,95.93550205816662,0
262.8769020747268,0,64.78136394192501,1,43.13966597225537,0
464.6829089477386,2,291.06619130927805,1,174.78665415905093,0
1450.6176006163562,0,205.78746500942958,0,54.16345001878616,0
260.12821641497925,1,136.37811906807,0,142.1524794447902,0
444.59463390867563,1,462.5368985920967,0,20.256771525590104,0
846.5398268564873,1,207.71699311534957,0,150.61569933182864,0
2174.6526556108934,1,373.93201674990246,0,62.31535060463531,1
374.32883558696193,0,105.62355105713415,1,32.65706854550113,0
135.6571106221594,0,431.48131016795446,0,117.01406132790157,0
216.2376857183988,1,269.11086387381806,0,42.99393765334807,0
1010.6662755951506,0,262.37731310288734,0,2.1580161258294908,0
496.0421960173822,0,129.288445838508,0,250.0,0
427.3826480845298,2,300.0874542918526,0,10.328892891272009,0
339.15316978692215,2,76.206362484524,0,135.15256279138194,0
279.6387141645353,0,53.7823009984921,0,14.620842099813077,0
246.96393357546987,1,931.0531992704716,0,138.3366556121622,0
386.05266280732155,0,41.30230555667651,0,42.38840018934366,0
113.78967342606643,1,114.80935600223175,0,250.0,0
